"Grupo Estadistico2 (ALAMBRON, NEGROS ANTAAC), Direccion (VENTAS MEXICO) Periodo(Mes: Ene 2001/Ene 2021)",,,,,
Ene 2021 Grupo Estadistico3,Grupo Estadistico2,Est Toneladas Netas,Mes Año,Est Precio Destino MN/Ton,Est Precio ExWorks MN/Ton
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,833.91,mar-17,"13,038.45","12,636.05"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,020.87",mar-16,"10,822.81","10,282.62"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,724.25",mar-16,"9,306.36","9,085.65"
ALAMBRON TREFILADO,ALAMBRON,"16,690.77",mar-16,"8,460.13","8,356.41"
ALAMBRONES ESPECIALES,ALAMBRON,437.64,mar-16,"10,417.61","10,282.98"
ARMADURA,NEGROS ANTAAC,617.19,mar-16,"11,367.90","10,858.34"
CASTILLO DOB.,NEGROS ANTAAC,943.21,mar-16,"10,548.17","9,933.97"
CASTILLO HOJAS,NEGROS ANTAAC,"8,455.30",mar-16,"9,772.67","9,476.78"
CLAVO 2-5,NEGROS ANTAAC,"1,699.77",mar-16,"12,412.63","11,479.32"
ESCALERILLA,NEGROS ANTAAC,48.62,mar-16,"17,696.45","16,563.53"
ESTRIBOS,NEGROS ANTAAC,803.43,mar-16,"9,584.28","8,864.45"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,630.39",mar-16,"9,908.45","9,590.18"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,167.93",mar-16,"10,893.31","10,525.77"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,36.74,mar-16,"10,667.42","10,126.04"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,740.25,mar-16,"10,222.93","9,810.76"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,308.08",mar-15,"10,175.62","9,591.84"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,919.59",mar-15,"8,722.90","8,502.86"
ALAMBRON TREFILADO,ALAMBRON,"5,744.33",mar-15,"8,910.95","8,807.27"
ALAMBRONES ESPECIALES,ALAMBRON,670.17,mar-15,"11,310.15","11,197.27"
ARMADURA,NEGROS ANTAAC,545.7,mar-15,"11,363.21","10,912.63"
CASTILLO DOB.,NEGROS ANTAAC,987.19,mar-15,"10,592.72","10,011.91"
CASTILLO HOJAS,NEGROS ANTAAC,"9,191.91",mar-15,"9,635.47","9,393.33"
CLAVO 2-5,NEGROS ANTAAC,"1,991.67",mar-15,"11,466.55","10,547.88"
ESCALERILLA,NEGROS ANTAAC,60.82,mar-15,"16,899.61","15,744.68"
ESTRIBOS,NEGROS ANTAAC,571.88,mar-15,"9,455.79","8,843.80"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,567.09",mar-15,"9,631.12","9,367.57"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,273.00",mar-15,"10,550.90","10,241.02"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,77.49,mar-15,"10,597.53","10,078.32"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,479.86,mar-15,"10,230.23","9,890.71"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,060.19",mar-14,"9,896.45","9,896.45"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,235.86",mar-14,"8,906.10","8,666.67"
ALAMBRON TREFILADO,ALAMBRON,"6,071.91",mar-14,"8,961.94","8,694.31"
ALAMBRONES ESPECIALES,ALAMBRON,654.56,mar-14,"11,233.63","9,566.35"
ARMADURA,NEGROS ANTAAC,530.59,mar-14,"11,550.50","11,550.50"
CASTILLO DOB.,NEGROS ANTAAC,907.63,mar-14,"10,250.94","9,692.93"
CASTILLO HOJAS,NEGROS ANTAAC,"9,510.09",mar-14,"9,224.96","8,998.88"
CLAVO 2-5,NEGROS ANTAAC,"1,876.74",mar-14,"11,264.78","11,264.78"
ESCALERILLA,NEGROS ANTAAC,25.58,mar-14,"16,922.93","16,922.93"
ESTRIBOS,NEGROS ANTAAC,474.77,mar-14,"9,468.41","9,468.41"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,625.90",mar-14,"9,695.61","9,448.73"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,273.34",mar-14,"10,534.34","10,183.67"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,101.74,mar-14,"10,277.80","10,277.80"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,755.49,mar-14,"9,859.66","9,859.66"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,654.67",mar-13,"10,572.37","10,572.37"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,189.70",mar-13,"9,636.88","9,420.34"
ALAMBRON TREFILADO,ALAMBRON,"4,214.36",mar-13,"9,379.67","9,028.18"
ALAMBRONES ESPECIALES,ALAMBRON,460.82,mar-13,"10,536.79","9,045.78"
ARMADURA,NEGROS ANTAAC,667.3,mar-13,"11,954.19","11,954.19"
CASTILLO DOB.,NEGROS ANTAAC,993.37,mar-13,"10,552.06","9,980.13"
CASTILLO HOJAS,NEGROS ANTAAC,"5,970.05",mar-13,"9,481.24","9,272.49"
CLAVO 2-5,NEGROS ANTAAC,"1,522.87",mar-13,"11,822.29","11,822.29"
ESCALERILLA,NEGROS ANTAAC,26.85,mar-13,"18,079.82","18,079.82"
ESTRIBOS,NEGROS ANTAAC,290.14,mar-13,"10,622.30","10,622.30"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,724.94",mar-13,"9,912.81","9,645.79"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,428.27",mar-13,"9,711.72","9,459.60"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,132.06,mar-13,"10,802.97","10,802.97"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,575.48,mar-13,"10,674.17","10,674.17"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,477.57",mar-12,"11,734.06","11,734.06"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,814.93",mar-12,"11,318.24","11,098.96"
ALAMBRON TREFILADO,ALAMBRON,"5,819.76",mar-12,"11,501.50","10,574.81"
ALAMBRONES ESPECIALES,ALAMBRON,873.86,mar-12,"13,286.59","11,602.34"
ARMADURA,NEGROS ANTAAC,946.77,mar-12,"14,041.57","14,041.57"
CASTILLO DOB.,NEGROS ANTAAC,"1,287.02",mar-12,"12,375.95","11,716.72"
CASTILLO HOJAS,NEGROS ANTAAC,"8,682.12",mar-12,"10,893.62","10,673.11"
CLAVO 2-5,NEGROS ANTAAC,"1,668.51",mar-12,"12,976.32","12,976.32"
ESCALERILLA,NEGROS ANTAAC,43.51,mar-12,"19,119.95","19,119.95"
ESTRIBOS,NEGROS ANTAAC,167.1,mar-12,"12,034.58","12,034.58"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,604.54",mar-12,"11,153.67","10,830.48"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,892.93",mar-12,"11,816.70","11,477.91"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,114.86,mar-12,"12,241.83","12,241.83"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,989.18,mar-12,"11,580.67","11,580.67"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,823.44",mar-11,"10,671.08","10,671.08"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,351.64",mar-11,"9,604.12","9,403.34"
ALAMBRON EXCEDENTES,ALAMBRON,719.71,mar-11,"8,298.18","8,115.92"
ALAMBRON TREFILADO,ALAMBRON,"5,679.54",mar-11,"9,879.83","9,762.80"
ALAMBRONES ESPECIALES,ALAMBRON,"1,280.38",mar-11,"10,249.00","10,141.58"
ARMADURA,NEGROS ANTAAC,581.79,mar-11,"12,282.76","12,282.76"
CASTILLO DOB.,NEGROS ANTAAC,920.22,mar-11,"11,223.52","10,592.73"
CASTILLO HOJAS,NEGROS ANTAAC,"9,207.15",mar-11,"10,417.99","10,177.48"
CLAVO 2-5,NEGROS ANTAAC,"2,027.87",mar-11,"11,822.77","11,822.77"
ESCALERILLA,NEGROS ANTAAC,31.46,mar-11,"18,620.02","18,620.02"
ESTRIBOS,NEGROS ANTAAC,231.23,mar-11,"10,481.95","10,481.95"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,375.94",mar-11,"10,143.14","9,856.77"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,120.46",mar-11,"11,159.06","10,856.78"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,224.4,mar-11,"10,571.76","10,571.76"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,736.18,mar-11,"10,338.64","10,338.64"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,581.02",mar-10,"9,265.03","9,265.03"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,710.53",mar-10,"8,251.56","8,054.73"
ALAMBRON EXCEDENTES,ALAMBRON,"1,387.05",mar-10,"7,261.59","7,123.06"
ALAMBRON TREFILADO,ALAMBRON,"4,109.16",mar-10,"8,292.83","8,204.02"
ALAMBRONES ESPECIALES,ALAMBRON,"1,198.38",mar-10,"8,236.69","8,148.15"
ARMADURA,NEGROS ANTAAC,797.64,mar-10,"10,894.21","10,894.21"
CASTILLO DOB.,NEGROS ANTAAC,833.24,mar-10,"9,648.42","9,052.73"
CASTILLO HOJAS,NEGROS ANTAAC,"10,581.89",mar-10,"8,614.16","8,373.62"
CLAVO 2-5,NEGROS ANTAAC,"2,286.70",mar-10,"10,431.81","10,431.81"
ESCALERILLA,NEGROS ANTAAC,45.06,mar-10,"17,891.76","17,891.76"
ESTRIBOS,NEGROS ANTAAC,231.63,mar-10,"9,290.54","9,290.54"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,685.24",mar-10,"8,730.04","8,427.86"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,477.30",mar-10,"9,853.43","9,551.52"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,286.42,mar-10,"9,553.77","9,553.77"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,"1,244.28",mar-10,"9,298.81","9,298.81"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,789.52",mar-09,"9,893.24","9,893.24"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,884.47",mar-09,"8,350.17","8,157.31"
ALAMBRON EXCEDENTES,ALAMBRON,"1,272.36",mar-09,"7,250.78","7,118.78"
ALAMBRON TREFILADO,ALAMBRON,"5,812.70",mar-09,"9,615.25","9,516.65"
ALAMBRONES ESPECIALES,ALAMBRON,"1,250.15",mar-09,"9,944.23","9,842.97"
ARMADURA,NEGROS ANTAAC,549.82,mar-09,"13,505.01","13,505.01"
CASTILLO DOB.,NEGROS ANTAAC,"1,088.42",mar-09,"10,739.41","10,094.29"
CASTILLO HOJAS,NEGROS ANTAAC,"14,388.27",mar-09,"8,933.18","8,688.34"
CLAVO 2-5,NEGROS ANTAAC,"2,360.88",mar-09,"11,587.06","11,587.06"
ESCALERILLA,NEGROS ANTAAC,23.76,mar-09,"19,690.14","19,690.14"
ESTRIBOS,NEGROS ANTAAC,410.88,mar-09,"9,186.93","9,186.93"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,678.10",mar-09,"8,697.33","8,377.53"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,911.88",mar-09,"9,827.40","9,500.03"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,345.72,mar-09,"10,977.54","10,977.54"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,938.26,mar-09,"9,597.37","9,597.37"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,636.80",mar-08,"11,396.82","11,396.82"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,194.36",mar-08,"9,417.63","9,182.53"
ALAMBRON EXCEDENTES,ALAMBRON,"2,101.94",mar-08,"8,399.07","8,277.33"
ALAMBRON TREFILADO,ALAMBRON,"6,090.89",mar-08,"8,309.77","8,202.92"
ALAMBRONES ESPECIALES,ALAMBRON,"1,349.03",mar-08,"9,359.10","9,243.34"
ARMADURA,NEGROS ANTAAC,"1,327.43",mar-08,"14,400.99","14,400.99"
CASTILLO DOB.,NEGROS ANTAAC,617.1,mar-08,"13,777.03","13,156.83"
CASTILLO HOJAS,NEGROS ANTAAC,"10,583.02",mar-08,"12,454.59","12,173.32"
CLAVO 2-5,NEGROS ANTAAC,"2,426.17",mar-08,"13,104.68","13,104.68"
ESCALERILLA,NEGROS ANTAAC,53.42,mar-08,"20,214.60","20,214.60"
ESTRIBOS,NEGROS ANTAAC,455.59,mar-08,"10,178.91","10,178.91"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,857.32",mar-08,"12,083.84","11,780.43"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,825.41",mar-08,"12,741.45","12,368.90"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,337.89,mar-08,"11,952.67","11,952.67"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,976.24,mar-08,"11,040.00","11,040.00"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"5,448.22",mar-07,"8,106.84","8,106.84"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,792.60",mar-07,"6,908.27","6,666.94"
ALAMBRON EXCEDENTES,ALAMBRON,"2,125.61",mar-07,"5,894.55","5,774.69"
ALAMBRON TREFILADO,ALAMBRON,"4,608.07",mar-07,"6,481.35","6,350.59"
ALAMBRONES ESPECIALES,ALAMBRON,"1,234.17",mar-07,"6,758.42","6,650.99"
ARMADURA,NEGROS ANTAAC,"1,450.11",mar-07,"10,636.64","10,636.64"
CASTILLO DOB.,NEGROS ANTAAC,722.58,mar-07,"8,950.19","8,284.08"
CASTILLO HOJAS,NEGROS ANTAAC,"14,665.29",mar-07,"7,760.54","7,490.30"
CLAVO 2-5,NEGROS ANTAAC,"3,057.70",mar-07,"9,569.73","9,569.73"
ESCALERILLA,NEGROS ANTAAC,37.51,mar-07,"15,888.86","15,888.86"
ESTRIBOS,NEGROS ANTAAC,379.45,mar-07,"7,429.57","7,429.57"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"4,120.42",mar-07,"8,101.09","7,706.92"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"4,749.83",mar-07,"8,773.19","8,406.17"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,280.85,mar-07,"8,526.45","8,526.45"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,879.34,mar-07,"8,034.08","8,034.08"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"5,301.06",mar-06,"7,659.80","7,659.80"
ALAMBRON CONSTRUCCION,ALAMBRON,"8,031.95",mar-06,"6,129.95","5,903.68"
ALAMBRON EXCEDENTES,ALAMBRON,"2,111.14",mar-06,"4,947.15","4,801.69"
ALAMBRON TREFILADO,ALAMBRON,"3,153.40",mar-06,"5,910.51","5,784.45"
ALAMBRONES ESPECIALES,ALAMBRON,"1,343.38",mar-06,"6,256.99","6,094.62"
ARMADURA,NEGROS ANTAAC,"1,340.12",mar-06,"9,805.50","9,805.50"
CASTILLO DOB.,NEGROS ANTAAC,"1,133.89",mar-06,"8,843.76","8,202.69"
CASTILLO HOJAS,NEGROS ANTAAC,"18,423.09",mar-06,"7,644.88","7,385.06"
CLAVO 2-5,NEGROS ANTAAC,"3,484.38",mar-06,"9,129.94","9,129.94"
ESCALERILLA,NEGROS ANTAAC,70.84,mar-06,"13,629.20","13,629.20"
ESTRIBOS,NEGROS ANTAAC,352.28,mar-06,"6,962.41","6,962.41"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"4,915.06",mar-06,"8,210.91","7,772.07"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"5,598.46",mar-06,"9,257.34","8,811.48"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,235.08,mar-06,"8,520.96","8,520.96"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,"1,231.74",mar-06,"7,458.10","7,458.10"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,566.34",mar-05,"8,103.23","8,103.23"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,951.51",mar-05,"6,919.28","6,707.09"
ALAMBRON EXCEDENTES,ALAMBRON,"1,412.64",mar-05,"6,154.43","5,985.01"
ALAMBRON TREFILADO,ALAMBRON,"5,610.56",mar-05,"6,848.76","6,748.09"
ALAMBRONES ESPECIALES,ALAMBRON,"1,557.09",mar-05,"7,182.75","7,020.03"
ARMADURA,NEGROS ANTAAC,821.13,mar-05,"10,041.50","10,041.50"
CASTILLO DOB.,NEGROS ANTAAC,"1,168.18",mar-05,"9,367.47","8,746.51"
CASTILLO HOJAS,NEGROS ANTAAC,"11,888.29",mar-05,"7,686.37","7,462.76"
CLAVO 2-5,NEGROS ANTAAC,"2,964.40",mar-05,"9,049.60","9,049.60"
ESCALERILLA,NEGROS ANTAAC,67.3,mar-05,"15,147.68","15,147.68"
ESTRIBOS,NEGROS ANTAAC,414.5,mar-05,"7,746.34","7,746.34"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,697.37",mar-05,"7,891.76","7,560.17"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,691.81",mar-05,"8,779.30","8,381.97"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,122.2,mar-05,"8,518.01","8,518.01"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,825.23,mar-05,"7,396.71","7,396.71"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,058.07",mar-04,"8,899.21","8,899.21"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,796.61",mar-04,"6,881.28","6,712.33"
ALAMBRON EXCEDENTES,ALAMBRON,"1,700.96",mar-04,"5,376.79","5,226.44"
ALAMBRON TREFILADO,ALAMBRON,"3,647.06",mar-04,"5,979.14","5,875.49"
ALAMBRONES ESPECIALES,ALAMBRON,"1,448.50",mar-04,"5,707.19","5,539.20"
ARMADURA,NEGROS ANTAAC,"1,038.04",mar-04,"10,197.95","10,197.95"
CASTILLO DOB.,NEGROS ANTAAC,980.14,mar-04,"9,990.96","9,702.80"
CASTILLO HOJAS,NEGROS ANTAAC,"9,770.09",mar-04,"9,023.54","8,986.12"
CLAVO 2-5,NEGROS ANTAAC,"3,081.09",mar-04,"9,510.10","9,510.10"
ESCALERILLA,NEGROS ANTAAC,61.59,mar-04,"12,882.48","12,882.48"
ESTRIBOS,NEGROS ANTAAC,214.04,mar-04,"7,697.92","7,697.92"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,327.28",mar-04,"8,852.76","8,508.68"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,471.64",mar-04,"9,857.83","9,470.05"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,181.08,mar-04,"8,031.40","8,031.40"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,392.83,mar-04,"7,214.88","7,214.88"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,225.62",mar-03,"4,932.20","4,932.20"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,722.89",mar-03,"3,958.03","3,782.51"
ALAMBRON EXCEDENTES,ALAMBRON,"1,276.62",mar-03,"3,337.70","3,198.45"
ALAMBRON TREFILADO,ALAMBRON,"4,573.04",mar-03,"3,675.39","3,568.58"
ALAMBRONES ESPECIALES,ALAMBRON,"1,367.98",mar-03,"3,595.94","3,438.86"
ARMADURA,NEGROS ANTAAC,657.45,mar-03,"7,265.11","7,265.11"
CASTILLO DOB.,NEGROS ANTAAC,959.44,mar-03,"5,770.94","5,244.33"
CASTILLO HOJAS,NEGROS ANTAAC,"8,190.26",mar-03,"5,210.66","4,969.34"
CLAVO 2-5,NEGROS ANTAAC,"2,746.55",mar-03,"5,460.55","5,460.55"
ESCALERILLA,NEGROS ANTAAC,41.81,mar-03,"9,408.10","9,408.10"
ESTRIBOS,NEGROS ANTAAC,281.21,mar-03,"4,600.77","4,600.77"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,649.94",mar-03,"5,219.56","4,932.48"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,631.38",mar-03,"5,721.76","5,343.25"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,49.28,mar-03,"4,951.43","4,951.43"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,514.8,mar-03,"4,677.05","4,677.05"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,023.64",mar-02,"3,993.55","3,993.55"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,910.16",mar-02,"2,942.77","2,942.77"
ALAMBRON EXCEDENTES,ALAMBRON,889.21,mar-02,"2,500.73","2,500.73"
ALAMBRON TREFILADO,ALAMBRON,"9,054.57",mar-02,"2,826.48","2,826.48"
ALAMBRONES ESPECIALES,ALAMBRON,"1,771.85",mar-02,"2,982.24","2,982.24"
ARMADURA,NEGROS ANTAAC,430.2,mar-02,"6,555.82","6,555.82"
CASTILLO DOB.,NEGROS ANTAAC,"1,010.81",mar-02,"4,105.05","4,105.05"
CASTILLO HOJAS,NEGROS ANTAAC,"7,197.77",mar-02,"4,106.66","4,106.66"
CLAVO 2-5,NEGROS ANTAAC,"2,567.49",mar-02,"4,228.70","4,228.70"
ESCALERILLA,NEGROS ANTAAC,19.24,mar-02,"7,522.19","7,522.19"
ESTRIBOS,NEGROS ANTAAC,216.52,mar-02,"3,920.85","3,920.85"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,404.21",mar-02,"3,731.28","3,731.28"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,338.33",mar-02,"4,264.64","4,264.64"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,52.34,mar-02,"4,494.71","4,494.71"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,276.81,mar-02,"3,877.09","3,877.09"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,806.91",mar-01,"3,869.41","3,869.41"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,135.08",mar-01,"2,974.74","2,974.74"
ALAMBRON EXCEDENTES,ALAMBRON,"1,076.93",mar-01,"2,638.21","2,638.21"
ALAMBRON TREFILADO,ALAMBRON,"3,779.80",mar-01,"2,968.86","2,968.86"
ALAMBRONES ESPECIALES,ALAMBRON,650.04,mar-01,"3,224.99","3,224.99"
ARMADURA,NEGROS ANTAAC,300.08,mar-01,"7,092.24","7,092.24"
CASTILLO DOB.,NEGROS ANTAAC,679.24,mar-01,"4,573.54","4,573.54"
CASTILLO HOJAS,NEGROS ANTAAC,"7,632.72",mar-01,"3,953.58","3,953.58"
CLAVO 2-5,NEGROS ANTAAC,"2,446.60",mar-01,"4,375.01","4,375.01"
ESCALERILLA,NEGROS ANTAAC,24.61,mar-01,"7,378.86","7,378.86"
ESTRIBOS,NEGROS ANTAAC,111.6,mar-01,"4,080.04","4,080.04"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,023.95",mar-01,"3,785.62","3,785.62"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,078.33",mar-01,"4,490.26","4,490.26"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,49.14,mar-01,"5,056.66","5,056.66"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,167.82,mar-01,"4,273.56","4,273.56"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,498.65",jun-20,"14,592.22","13,559.98"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,531.10",jun-20,"12,422.29","11,133.38"
ALAMBRON TREFILADO,ALAMBRON,"5,119.50",jun-20,"12,070.74","11,281.96"
ALAMBRONES ESPECIALES,ALAMBRON,"1,070.04",jun-20,"13,324.06","12,839.71"
ARMADURA,NEGROS ANTAAC,458.23,jun-20,"17,535.17","16,480.24"
CASTILLO DOB.,NEGROS ANTAAC,504.68,jun-20,"16,796.63","15,265.22"
CASTILLO HOJAS,NEGROS ANTAAC,"5,935.87",jun-20,"14,787.48","13,872.54"
CLAVO 2-5,NEGROS ANTAAC,"1,798.27",jun-20,"15,762.93","14,367.42"
ESCALERILLA,NEGROS ANTAAC,27.3,jun-20,"22,994.15","21,674.65"
ESTRIBOS,NEGROS ANTAAC,997.66,jun-20,"13,762.00","12,900.58"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,572.52,jun-20,"15,301.32","14,219.60"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"1,765.62",jun-20,"16,204.75","15,017.59"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,4.63,jun-20,"14,926.67","14,316.58"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,136.11,jun-20,"14,780.18","13,841.68"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,065.68",jun-19,"14,139.59","13,344.65"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,189.31",jun-19,"12,505.23","11,314.03"
ALAMBRON TREFILADO,ALAMBRON,"4,423.34",jun-19,"12,456.96","11,669.16"
ALAMBRONES ESPECIALES,ALAMBRON,955.14,jun-19,"14,034.65","13,244.39"
ARMADURA,NEGROS ANTAAC,386.71,jun-19,"16,285.92","15,439.76"
CASTILLO DOB.,NEGROS ANTAAC,846.81,jun-19,"14,389.56","12,681.04"
CASTILLO HOJAS,NEGROS ANTAAC,"7,408.67",jun-19,"12,822.37","12,179.38"
CLAVO 2-5,NEGROS ANTAAC,"1,631.97",jun-19,"15,528.08","14,312.67"
ESCALERILLA,NEGROS ANTAAC,43.68,jun-19,"22,313.46","21,057.91"
ESTRIBOS,NEGROS ANTAAC,"1,056.65",jun-19,"13,585.78","12,731.83"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,281.62",jun-19,"13,400.64","12,703.86"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,943.43",jun-19,"13,736.96","12,897.55"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,13.95,jun-19,"14,866.02","13,438.20"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,276.02,jun-19,"13,659.49","12,976.70"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,959.39",jun-18,"18,693.47","17,903.82"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,512.55",jun-18,"16,018.96","14,900.04"
ALAMBRON TREFILADO,ALAMBRON,"10,984.06",jun-18,"15,867.63","15,381.46"
ALAMBRONES ESPECIALES,ALAMBRON,"1,222.63",jun-18,"17,074.57","17,039.92"
ARMADURA,NEGROS ANTAAC,401.01,jun-18,"20,655.16","19,767.74"
CASTILLO DOB.,NEGROS ANTAAC,582.14,jun-18,"20,713.94","19,240.83"
CASTILLO HOJAS,NEGROS ANTAAC,"5,159.65",jun-18,"19,127.44","18,523.36"
CLAVO 2-5,NEGROS ANTAAC,"1,537.76",jun-18,"19,973.03","18,958.32"
ESCALERILLA,NEGROS ANTAAC,32.17,jun-18,"23,459.58","22,609.65"
ESTRIBOS,NEGROS ANTAAC,933.64,jun-18,"16,884.39","15,955.19"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,821.59,jun-18,"20,911.19","20,101.84"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"1,801.57",jun-18,"22,586.28","21,662.44"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,15.28,jun-18,"18,775.43","18,058.19"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,250.7,jun-18,"17,781.55","17,256.58"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,491.51",jun-17,"12,976.60","12,292.79"
